bystander condition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
A,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,G,G,G,C,C,C,C,G,C,C,C,C,C,C,C,C,G,A,G,G,G
C,G,G,G,G,G,G,G,G,G,G,G,G,B,B,B,B,B,B,B,B,B
D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,H,E,G,G,E,E,E,G,E,E,E,E,E,E,E,E,F,E,E,E,E
F,H,H,H,F,F,H,H,H,H,F,H,H,H,H,H,H,D,H,D,F,F
G,H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
H,A,A,E,E,G,G,G,A,A,A,A,A,G,A,A,A,A,A,A,A,A
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,E,E,J,J,J,J,B,B,B,J,E,J,E,E,B,B,J,J,J,J,B
A,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,I,I,I,I,I,I,I,I,I,I,I,I,I,A,A,A,A,A,A,A,A
C,F,F,F,F,F,F,F,B,B,A,B,A,A,A,A,A,A,A,A,A,A
D,B,B,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A
E,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
H,G,G,G,G,G,B,G,B,B,G,B,B,B,B,B,B,B,B,B,G,B
I,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,J,J,J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,H,H,H,H,H,H,H,A,B,B,B,B,B,B,B,B,A,B,A,A,A
C,G,I,I,I,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,I,I,I,I,B,I,B,B,B,B,B,B,B,B,B,B,B,I,A,A,B
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,G,G,G,G,G,G,G,G,G,G,G,G,A,A,A,G,G,G,A,G,G
G,J,I,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
H,J,J,J,J,J,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J
I,G,G,I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
J,G,J,G,J,J,J,G,G,G,G,J,J,J,J,J,J,J,J,J,J,J
A,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,H,H,H,H,H,H,H,H,A,A,H,H,H,A,A,A,A,A,A,A,A
D,J,D,D,D,D,D,D,D,D,D,D,C,D,D,D,C,C,C,D,D,D
E,E,E,F,E,F,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
F,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
H,E,E,E,E,E,E,C,C,A,A,A,A,C,A,C,E,A,E,E,E,E
I,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,B,C,B,B,C,C
C,C,C,C,C,C,C,C,C,C,C,C,B,C,B,C,B,B,A,A,A,A
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
F,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,F,F,F,F,F,F,I,F,F,F,F,F,F,F,F,F,F,F,F,F,F
J,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
